program,year,duration_sec,device,browser,os,ip,date,resp_id,source,satisf_overall,satisf_teachers,expect_match,fac_support_score,fac_support_imp,fac_clarity_score,fac_clarity_imp,cur_timely_score,cur_timely_imp,cur_help_score,cur_help_imp,cur_comment,prog_clarity_score,prog_clarity_imp,prog_deadlines_score,prog_deadlines_imp,prog_relevance_score,prog_relevance_imp,prog_workload_score,prog_workload_imp,prog_comment,coord_respect_score,coord_respect_imp,coord_results_score,coord_results_imp,coord_timely_score,coord_timely_imp,coord_help_score,coord_help_imp,coord_comment,assess_criteria_timely,assess_order_clear,assess_consistent,assess_comment,fac_comment,gen_ed_critical_thinking,gen_ed_history,gen_ed_foreign_lang,gen_ed_safety,gen_ed_statehood,seminar_comment,infra_library,infra_wellbeing,infra_food,infra_software,infra_equipment,infra_classrooms,infra_workshops,nps,comment_final,hum_critical_thinking,hum_history,hum_statehood,hum_foreign_lang,prev_sem_relevance,postgrad_masters,postgrad_same_field,postgrad_other_field,postgrad_other,hum_philosophy,hum_communication,skill_confidence,school
Графический дизайн,2 курс,342,Компьютер,Google Chrome,Windows 10,46.138.225.49,19.02.2026 20:16:44,3,Прямая ссылка,3.0,3.0,,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,куратор топ,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0,,,,,,,,,4.0,2.0,1.0,4.0,4.0,4.0,4.0,7.0,,,,,,2.0,,,,,,,,БВШД
Графический дизайн,3 курс,1462,Телефон,Safari,iPhone,5.35.113.106,22.02.2026 17:39:46,4,Прямая ссылка,2.0,3.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,"мне кажется, программа графического дизайна может быть сильнее, заданий может быть больше, а сроки необязательно такими растянутыми. Например, только во втором семестре 3го курса ПЛАНИРУЕТСЯ (и то электив) создание собственного шрифта. как курс графического дизайна еще ни разу не делал шрифт? зато мы 3 года делаем коллажи из бумаги про формы. ",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,2.0,4.0,,,,,,,,,4.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,"про еду: 
мест нет, юкафе не справляется, еда- сэндвичи, что не есть хороший обед. 

В общем и целом после бакалавриата я выхожу только с знаниями программ, нельзя сказать, что проекты в британке гарантировано можно взять в портфолио. очень много абстрактных  и не прикладных проектов.  
",,,,,,,,,,,,2.0,БВШД
Дизайн и архитектура интерьера,3 курс,244,Телефон,Safari,iPhone,95.220.21.39,16.02.2026 15:52:50,1,Прямая ссылка,3.0,3.0,,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,,,,,,,,,,,,,3.0,БВШД
Дизайн и архитектура интерьера,4 курс,215,Телефон,Safari,iPhone,213.87.130.155,16.02.2026 15:54:33,2,Прямая ссылка,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,5.0,5.0,5.0,4.0,3.0,4.0,5.0,8.0,,,,,,,Продолжение обучения в магистратуре или дополнительном образовании,Работа в выбранной сфере,,,,,,БВШД
Дизайн и архитектура интерьера,3 курс,392,Телефон,Safari,iPhone,93.91.6.92,16.02.2026 15:55:25,3,Прямая ссылка,4.0,4.0,,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,"На протяжении года были проблемы с вентиляцией в аудиториях, в которых мы занимались три дня в неделю. Проблема решилась, и нам дали другие аудитории, когда температура в помещении достигла 30 градусов. Наша группа полтора года занималась в аудиториях без окон и свежего воздуха. Нам не меняли аудиторию, пока об этой проблеме не сообщили преподаватели)) ",4.0,4.0,4.0,,,,,,,,,4.0,4.0,4.0,3.0,3.0,1.0,4.0,9.0,,,,,,,,,,,,,3.0,БВШД
Дизайн и архитектура интерьера,3 курс,223,Телефон,Safari,iPhone,193.9.60.53,16.02.2026 15:55:39,4,Прямая ссылка,2.0,3.0,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,,,,,,,,,,,,,4.0,БВШД
Дизайн и архитектура интерьера,3 курс,243,Телефон,Safari,iPhone,31.173.84.96,16.02.2026 16:02:43,5,Прямая ссылка,3.0,4.0,,4.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,,3.0,4.0,3.0,,,,,,,,,4.0,,2.0,3.0,4.0,2.0,2.0,8.0,,,,,,,,,,,,,2.0,БВШД
Дизайн и архитектура интерьера,3 курс,3455,Телефон,Safari,iPhone,128.70.137.180,16.02.2026 16:47:25,6,Прямая ссылка,3.0,4.0,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,4.0,3.0,3.0,1.0,2.0,4.0,10.0,,,,,,,,,,,,,3.0,БВШД
Дизайн и архитектура интерьера,3 курс,220,Телефон,Safari,iPhone,188.214.38.98,16.02.2026 16:49:27,7,Прямая ссылка,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,3.0,3.0,4.0,4.0,2.0,4.0,8.0,,,,,,,,,,,,,4.0,БВШД
Дизайн и архитектура интерьера,3 курс,1013,Телефон,Safari,iPhone,213.87.149.59,16.02.2026 16:54:07,8,Прямая ссылка,3.0,3.0,,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,"Учебный отдел не справляется с потоком поступаемых вопросов от студентов. Отвечает с задержками, не всегда четко. Поздно информирует о важных новостях. ",4.0,3.0,3.0,"Не совсем согласна с оцениванием по предмету visualizations and software в 1 семестре. Считаю, что преподаватель была строга ко всей группе. ",,,,,,,,4.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,"Просьба разобраться с вентиляцией в 3 корпусе на 4 этаже, заниматься там не возможно в windows классах. ",,,,,,,,,,,,3.0,БВШД
Дизайн и архитектура интерьера,4 курс,362,Телефон,Safari,iPhone,31.131.155.142,16.02.2026 17:08:52,9,Прямая ссылка,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,4.0,5.0,5.0,5.0,5.0,4.0,5.0,9.0,,,,,,,Продолжение обучения в магистратуре или дополнительном образовании,,,,,,,БВШД
Дизайн и архитектура интерьера,4 курс,86645,Телефон,Google Chrome,Android,195.16.73.7,17.02.2026 15:58:59,10,Прямая ссылка,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,4.0,4.0,3.0,4.0,4.0,5.0,5.0,7.0,,,,,,,,Работа в выбранной сфере,,,,,,БВШД
Дизайн и архитектура интерьера,2 курс,1726,Телефон,Safari,iPhone,213.87.132.72,17.02.2026 17:46:21,11,Прямая ссылка,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Мой куратор, Севжан, сообщает любую важную новость, (мероприятия, собрание, изменения комнат для занятия), заранее и делится ей в чате что удобно для отслеживания. ",3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,"Часто мне не понятно как визуально должен выглядеть бриф, очень важно понять как всю информацию из брифа можно иллюстрировать в презентации, как выглядит хорошая презентация и как выглядит работа на 70, 80, 90 или 100 балов. Нам показывают примеры, на не понятно на сколько балов вышла эта работа. ",4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,"У меня было минимальное взаимодействие с координатором, я не могу поставить какую точную оценку. ",3.0,2.0,3.0,"Информация про очередь сдачи работ была указана в расписании, и у меня почему то не отображалась эта информация. Не была указана очередь сдачи работ в classroom, где мы и сдавали работы, было написано название предмета. ",,,,,,,,4.0,2.0,3.0,3.0,3.0,2.0,4.0,7.0,,,,,,4.0,,,,,,,,БВШД
Дизайн одежды и текстиля,4 курс,325,Телефон,Safari,iPhone,77.50.251.81,16.02.2026 17:06:36,1,Прямая ссылка,3.0,3.0,,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,,2.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,,2.0,4.0,4.0,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,2.0,9.0,,,,,,,,Работа в выбранной сфере,,,,,,БВШД
Дизайн одежды и текстиля,2 курс,242,Телефон,Safari,iPhone,185.65.18.41,16.02.2026 17:09:03,2,Прямая ссылка,2.0,3.0,,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,,2.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,,3.0,3.0,3.0,,,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,1.0,,,,,,,,БВШД
Дизайн одежды и текстиля,2 курс,529,Телефон,Safari,iPhone,37.110.58.193,16.02.2026 17:19:18,3,Прямая ссылка,3.0,3.0,,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,"Объем заданий не соответствует выделенному времени под проект. Не хватает места в рабочих мастерских и технологов, с которыми можно шить. Приходилось жертвовать всеми выходными и заниматься с 10:30 утра до 00:00, при том, что с 19:00 нет возможности шить на швейных машинках. Уложиться в срок было физически не возможно при графике 5/2 с 10:30 до 19:00",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,,,,,,,,,4.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,"В ю кафе очень мало посадочным мест в обеденный перерыв, хотелось бы, что было больше столов и стульев. В макрумах на 5 этаже очень плохо работает вентиляция. ",,,,,4.0,,,,,,,,БВШД
Дизайн одежды и текстиля,2 курс,1183,Телефон,Safari,iPhone,45.140.188.97,16.02.2026 17:20:45,4,Прямая ссылка,2.0,2.0,,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,быстрая помощь ,1.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,"Я не удовлетворена качеством образования. Процесс не организован, нет места для работы вне учебных занятий, что сильно мешает работе над проектами. Нехватка преподавателей по шитью, особенно конструкторов. Так же есть разное оборудование, но как им пользоваться на 100% никто не знает. Мало занятий, на которых реально учат чему-то полезному и нужному. Иногда на занятиях, мы занимаемся, созданием презентаций для портфолио или чем то другим, что мы итак знаем как выполнить, и могли бы выполнить это дома, а вместо этого заниматься проектом, на который выделяется маленький срок. Занятия по шитью, хоть и очень полезны, но совершенно не организованы, преподавали сами говорят, что к несколько лет происходит одна и та же проблема, за два занятия невозможно сшить брюки или джинсы. И программа никак не меняться, хотя знают об этой проблеме. А решением этой проблемы, пока что является или самостоятельная работа или внеклассное занятие по шитью в выходные, которое не оплачивается преподавателям. ",4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,быстрая помощь ,4.0,4.0,4.0,,,,,,,,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,,,,,,2.0,,,,,,,,БВШД
Дизайн одежды и текстиля,2 курс,741,Телефон,Safari,iPhone,91.78.128.10,16.02.2026 17:21:20,5,Прямая ссылка,1.0,1.0,,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,"Меня не устраивает процесс учебного образования. Нет системы, за 1,5 года навыки в шитье не изменились, за исключением умения шить рубашки.
Когда я поступила в университет, у меня были идеи, я хотела создать коллекцию одежды. Британка убила интерес за 1,5 года окончательно. Делать какие-то коллажи, в итоге во-первых, преподаватели критикуют каждый раз их, во-вторых, изначальная идея изделия не соответствует результата, именно в силу того, что реализуются коллажи, а не задумка/образ/идея. За время обучения я ни разу не услышала «ты молодец», «круто», «хорошая идея». Я слышала только «недостаточно», «мало», «плохо раскрыто». Более того, у меня отказалась куратор смотреть работу в диджитал формате, сказала, что только на бумаге сможет смотреть. У меня нет миллиона в кармане, чтобы каждый раз оплачивать новую распечатанную идею, которая не нравится куратору. 
За 1,5 года обучения я разочарована максимально. Вряд ли кому-то посоветую обучение здесь, если человек хочет реализовать свой потенциал.",2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,,3.0,2.0,2.0,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,"Я бы посоветовала на курсе ДИЗАЙНА одежды заниматься тем, чтобы с самого первого курса давать возможность человеку шить, давать выкройки и возможность реализации своих идей. Так как первую половину курса никто никого шить не учил.
Также хочу сказать, что система реализации изделий и коллекции через коллажи не раскрывает истину. У всех различное восприятие памяти - аудиальное, визуальное, письменное. Задумкой «реализацией в коллажах» вы даете возможность реализовать себя людям, у которых визуальное восприятие памяти, а остальным - нет. Более того, у человека могут быть идеи и концепция финального изделия, и вы тоже не даете им возможность реализовать себя.
Вообщем, чтобы учиться здесь нужно как многие делают «вдохновляться» запрещенными в РФ веществами. Контингент так себе. Слышала на своем опыте среди однокурсниц, что такое практикуют. Однозначно дизлайк.",,,,,3.0,,,,,,,,БВШД
Дизайн одежды и текстиля,2 курс,425,Телефон,Safari,iPhone,128.71.162.93,16.02.2026 17:45:04,6,Прямая ссылка,4.0,3.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,4.0,2.0,1.0,1.0,1.0,2.0,7.0,,,,,,3.0,,,,,,,,БВШД
Дизайн одежды и текстиля,3 курс,355,Телефон,Safari,iPhone,82.148.15.20,16.02.2026 20:40:25,7,Прямая ссылка,3.0,3.0,,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,2.0,3.0,,,,,,,,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,7.0,,,,,,,,,,,,,2.0,БВШД
Дизайн одежды и текстиля,2 курс,955,Телефон,Safari,iPhone,85.198.104.145,17.02.2026 01:20:15,8,Прямая ссылка,4.0,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,"Очень высокая нагрузка, невозможно успевать оставляя здоровые привычки в своей жизни(хотя бы приемы пищи)
Не говоря уже о «выходных» и свободном времени",4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,,,,,,,,,4.0,2.0,3.0,1.0,3.0,4.0,4.0,10.0,"Очень хотелось бы, чтобы компьютеры лучше работали, начиная от того, что на половине нет доступа к adobe, и заканчивая тем, что печатать бывает очень сложно",,,,,2.0,,,,,,,,БВШД
Дизайн одежды и текстиля,2 курс,224,Компьютер,Other,Mac OS,93.115.27.92,17.02.2026 13:19:27,9,Прямая ссылка,3.0,3.0,,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0,,,,,,2.0,,,,,,,,БВШД
Дизайн одежды и текстиля,3 курс,158,Телефон,Safari,iPhone,128.71.251.59,17.02.2026 14:38:07,10,Прямая ссылка,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,,,,,,,,,,,,4.0,БВШД
Дизайн одежды и текстиля,2 курс,719,Телефон,Safari,iPhone,194.31.173.190,17.02.2026 15:17:07,11,Прямая ссылка,3.0,4.0,,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,,,,,,3.0,,,,,,,,БВШД
Дизайн одежды и текстиля,2 курс,339,Телефон,Safari,iPhone,185.193.158.89,17.02.2026 15:17:13,12,Прямая ссылка,3.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,"Я считаю, что нам достаточно стильно повезло с куратором, поскольку когда у меня были проблемы с проектом, она готова была меня поддержать и разъяснить какие-то моменты, которые меня напрягали ",3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,.,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,.,4.0,3.0,4.0,.,,,,,,,,4.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,.,,,,,3.0,,,,,,,,БВШД
Дизайн одежды и текстиля,2 курс,383,Телефон,Safari,iPhone,128.70.144.231,17.02.2026 15:37:52,13,Прямая ссылка,3.0,3.0,,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,"я даже не знаю как отвечать на эти вопросы, учитывая, что наш куратор - Нина (насколько я поняла), а я ее на наших занятиях вообще не вижу, только на асессментах. Коррину я могу считать нашим куратором и оценить на все 4/4, если бы она таковым считалась. ",4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,,1.0,3.0,,3.0,3.0,9.0,,,,,,3.0,,,,,,,,БВШД
